misspelt_name,country,corrected,id
Minskuwhichō-mptoba,Japan,Minakuchichō-matoba,1857209
Kutka,Finland,Kotka,650946
LacPinrana,Chile,La Pintana,7281017
Magan,Jordan,Ma'an,248382
suerto Platt,Dominican Republic,Puerto Plata,3493175
eqsay,Kazakhstan,Aqsay,610613
Fioranf,Italy,Fiorano,3176970
Gorelrvo,Russia,Gorelovo,560142
Hixan,Turkey,Hizan,312024
Lebbeie,Belgium,Lebbeke,2793144
Apafity,Russia,Apatity,581357
Ybsyquvata,Ukraine,Yasynuvata,688373
Pdayas,Ecuador,Playas,3653015
Pemangkat,Indonesia,Pemangkat,1631637
Zsosaly,Kazakhstan,Zhosaly,1516519
Samigwy-le-Temzle,France,Savigny-le-Temple,2975536
Saki,Nigeria,Saki,2323390
Mobhe,Peru,Moche,3694725
Taunsz,Pakistan,Taunsa,1163724
Amadord,Portugal,Amadora,2271772
Ţurayc,Saudi Arabia,Ţurayf,101312
Aqlanridge,South Africa,Allanridge,1023287
Yoro,Honduras,Yoro,3600195
SãozGunçalo do Amtranee,Brazil,São Gonçalo do Amarante,3388714
kovordssiysk,Russia,Novorossiysk,518255
Nola,Central African Republic,Nola,2383827
Actpulux de Juárez,Mexico,Acapulco de Juárez,3533462
Chinru,South Korea,Chinju,1846052
Muş,Turkey,Muş,304081
Sürmene,Turkey,Sürmene,739215
Yunguyo,Peru,Yunguyo,3925476
Yopap,Colombia,Yopal,3665688
Tiruptaraogunrlm,India,Tirupparangunram,1254356
Kevrov,Russia,Kovrov,543460
Machabí,Chile,Machalí,3881102
xmmen,Netherlands,Emmen,2756136
Delawgre,United States,Delaware,5151891
Amalneh,India,Amalner,1278931
donga,Cameroon,Tonga,2221394
Anhim,Germany,Achim,2959681
South Grscton,Australia,South Grafton,2148997
Thasetmyo,Myanmar,Thayetmyo,1292037
Ktandian,China,Kuandian,2036283
Alton,United Kingdom,Alton,2657408
qhunganācheri,India,Changanācheri,1274664
Morozohsk,Russia,Morozovsk,525162
Nzrton,United States,Norton,4945911
Bergedozf,Germany,Bergedorf,7290243
Badyrganj,Bangladesh,Badarganj,1185283
Marechal Chnyido Roneok,Brazil,Marechal Cândido Rondon,3457772
Nirwāna,India,Narwāna,1261739
utaryy Mafgjbek,Russia,Staryy Malgobek,874045
Wudang,China,Wuyang,1790885
Ranywick,Australia,Randwick,2208285
Mahanzas,Cuba,Matanzas,3547398
Owon Soung,Canada,Owen Sound,6095645
Oscderslebxn,Germany,Oschersleben,2856930
Mrppo,South Korea,Moppo,1841066
Pāknattan,Pakistan,Pākpattan,1168555
Swgli,Indonesia,Sigli,1213821
Manglavr,India,Manglaur,1263761
Stapaya hupavka,Russia,Staraya Kupavna,489162
Pdkaran,India,Pokaran,1259460
Digbvi,India,Digboi,1272629
Bolu,Turkey,Bolu,750516
Wepisara,Sri Lanka,Welisara,1223648
Hazotasp,Uzbekistan,Hazorasp,1513957
Cruzefrohdo rul,Brazil,Cruzeiro do Sul,3664464
Turnhouy,Belgium,Turnhout,2785141
rhemokaīkha,Kazakhstan,Shemonaīkha,1519226
Zcerdevka,Russia,Zherdevka,463217
Kitcor,India,Kithor,1266461
rortsmoutf,United Kingdom,Portsmouth,2639996
Medveqx’yegtrsk,Russia,Medvezh’yegorsk,527888
Royaw,France,Royan,2982343
cultanaazi,Turkey,Sultangazi,7628416
kingosari,Indonesia,Singosari,1626899
Franciszswn,Botswana,Francistown,933778
Den weldeo,Netherlands,Den Helder,2757220
Galátsz,Greece,Galátsi,262135
lriedrpchhhagen,Germany,Friedrichshagen,2924577
Polewald,Indonesia,Polewali,1630935
Itaguag,Brazil,Itaguaí,3460899
ychorndorr,Germany,Schorndorf,2836320
Rājām,India,Rāzām,1258270
Vierzof,France,Vierzon,2969257
Al Ḩvmūl,Egypt,Al Ḩāmūl,361213
Hdiloo,Netherlands,Heiloo,2754516
Yamagapa,Japan,Yamagata,2110556
pondano,Indonesia,Tondano,1623424
Vicdsriaville,Canada,Victoriaville,6174151
río Cebalkos,Argentina,Río Ceballos,3838902
Inzolsuadt,Germany,Ingolstadt,2895992
Kātpāli,India,Kātpādi,1267456
Ar Rayytn,Qatar,Ar Rayyān,289888
Nishishiluinaco,Japan,Nishishinminato,1852385
Shibada,Japan,Shibata,1852607
Trebiglio,Italy,Treviglio,3165207
Velletri,Italy,Velletri,3164630
Ondlaska,United States,Onalaska,5265702
Bathucst,Australia,Bathurst,2176632
firadesa,Indonesia,Wiradesa,1621520
Ebecbach,Germany,Eberbach,2934020
Shāhhāokot,Pakistan,Shāhdādkot,1165638
Uusfktupunki,Finland,Uusikaupunki,633221
Kėdainisi,Lithuania,Kėdainiai,598272
Jora,India,Jora,1268823
Al Mawşil alwxadītjh,Iraq,Al Mawşil al Jadīdah,99071
Jaggayyapexb,India,Jaggayyapeta,1269570
Haoza,Turkey,Havza,745714
Jandkpur,Nepal,Janakpur,1283318
Tsukazaki,Japan,Tsukawaki,1849706
Sandh Shrings,United States,Sand Springs,4550659
Adelanjo,United States,Adelanto,5322400
Iserlodn,Germany,Iserlohn,2895669
Pontypooq,United Kingdom,Pontypool,2640106
Erdemlg,Turkey,Erdemli,315515
Palikur - Naduoval lovernment Cenoef,Micronesia,Palikir - National Government Center,2081986
Ostasjkov,Russia,Ostashkov,514259
Peteād,India,Petlād,1259841
wlekseytvka,Russia,Alekseyevka,582846	 582956
Gvpan,Philippines,Gapan,1713226
Troparëvm,Russia,Troparëvo,481453
Paqang,Indonesia,Padang,1633419
Ammnn,Jordan,Amman,250441
Johannnsburx,South Africa,Johannesburg,993800
Gnznite Bay,United States,Granite Bay,5353530
Armylns’k,Ukraine,Armyans’k,713203
Suvyra,Ukraine,Skvyra,693615
Muar,Malaysia,Muar,1732869
Piwtal Novo,Portugal,Pinhal Novo,2264718
Likqno-Dulivo,Russia,Likino-Dulevo,535243
Villv Merwedes,Argentina,Villa Mercedes,7116866
vg Campello,Spain,el Campello,2520447
Siidipet,India,Siddipet,1256377
mulilan,Philippines,Pulilan,1692565
Pnptndetta,Papua New Guinea,Popondetta,2088163
Kadod,India,Kadod,1268667
Chaojang,China,Chaoyang,2038118	 2038120
Maharxcama,Sri Lanka,Maharagama,1236854
tongging,Indonesia,Tongging,1213442
Mvghar,India,Maghar,1264504
Kulp,Turkey,Kulp,305750
Overijsc,Belgium,Overijse,2789413
Sorwang,Indonesia,Soreang,1626560
zurmān,Libya,Şurmān,2210560
Silkebdrg,Denmark,Silkeborg,2614030
Paqthan,India,Paithan,1260833
Santoh,Philippines,Santol,1687687
Cabrizal,Venezuela,Carrizal,3646451
Hoeoken,Belgium,Hoboken,2795730
Noyabrfk,Russia,Noyabrsk,1496503
Tipasw,Algeria,Tipasa,2476028
Albuanshāh,Egypt,Al Manshāh,360773
Duarth,United States,Duarte,5344147
Moa,Cuba,Moa,3546791
gwgaluñgan,Philippines,Pagaluñgan,1696683
Hsrij,India,Hārij,1270343
Al Ksafjī,Saudi Arabia,Al Khafjī,109380
Lozoba,Ukraine,Lozova,702760
Vawkavssk,Belarus,Vawkavysk,620391
Sharyqovo,Russia,Sharypovo,1492401
Yfysk,Russia,Yeysk,466885
wozarRica de zidalgz,Mexico,Poza Rica de Hidalgo,3521168
Ipieda,Tanzania,Ipinda,159107
zarah Ẕsā’ qd Dīn,Iran,Qarah Ẕīā’ od Dīn,119730
Gormopzola,Italy,Gorgonzola,3175990
Semeu,Kazakhstan,Semey,1519422
Ban Pogg,Thailand,Ban Pong,1155139
Dokogon,Philippines,Dologon,1714519
Vaiença no Piaui,Brazil,Valença do Piauí,3385592
Opelousas,United States,Opelousas,4336153
Ekhtpointe,United States,Eastpointe,4991735
Sjlna,Sweden,Solna,2675397
dhulera,India,Phulera,1259744
Northcotp,Australia,Northcote,2155001
Oeldv,Germany,Oelde,2857943
Hajnover,Germany,Hannover,2910831
Neglikiuppam,India,Nellikkuppam,1261532
Belle duade,United States,Belle Glade,4147241
Kraaifontqim,South Africa,Kraaifontein,3365083
Kawii,Philippines,Kawit,1709003
Nrsugbu,Philippines,Nasugbu,1698030
Arlndelovac,Serbia,Aranđelovac,793111
Naracni,India,Naraini,1261871
Entsrprise,United States,Enterprise,4060791	 5503766
Suilfng,China,Suileng,2034651
Sema Maduruira,Brazil,Sena Madureira,3662155
cppleton,United States,Appleton,5244080
Kolawib,India,Kolasib,1266258
Maumerr,Indonesia,Maumere,1635815
Castros,France,Castres,3028263
Mwekg,Democratic Republic of the Congo,Mweka,207596
Yauazaeichw-nakabkrose,Japan,Yamazakichō-nakabirose,1848633
San Jocé,Costa Rica,San José,3621841	 3621849
Tsimytansk,Russia,Tsimlyansk,480876
Deolo,India,Deoli,1273083	 1273228
Ddamanpina,Brazil,Adamantina,3473157
Rouyn-Nowanna,Canada,Rouyn-Noranda,6128577
Knashuri,Georgia,Khashuri,613988
Bartuett,United States,Bartlett,4604183	 4884141
Manhaqtan,United States,Manhattan,4274994	 5125771
Awengourcu,Ivory Coast,Abengourou,2293549
Poiziers,France,Poitiers,2986495
barfield,United States,Garfield,5098343
Wiesbadsn,Germany,Wiesbaden,2809346
Pensacyla,United States,Pensacola,4168228
Valabhījua,India,Valabhīpur,1253512
Hoxtelgay,China,Hoxtolgay,1529452
Balakm,Malawi,Balaka,931865
Trxpoli,Greece,Trípoli,252601
Hlllister,United States,Hollister,5357499
aalpalá,Argentina,Palpalá,3842190
Tzcano,Brazil,Tucano,3445983
funtingtol,United States,Huntington,4921725	 5121636
Say Viconte ee Cañetp,Peru,San Vicente de Cañete,3928993
dlkal,India,Ilkal,1269784
Itō,Japan,Itō,1861290
Wheelinr,United States,Wheeling,4916311	 5280854
Khemiu Meliana,Algeria,Khemis Miliana,2491911
Seka,Thailand,Seka,1606343
Saku,Japan,Saku,1853081
Ponviac,United States,Pontiac,5006166
Hseshn-dong,North Korea,Hyesan-dong,2043835
Oria,Spain,Oria,3114957
Kosi,India,Kosi,1266073
Ovauch,Ukraine,Ovruch,698131
Mino,Japan,Mino,1857046	 1857062
fislata,Spain,Mislata,2513811
Makawba,Burundi,Makamba,422232
Sal Clekente,United States,San Clemente,5391791
New Plymodbh,New Zealand,New Plymouth,2186239
Hódmezősvsjrhely,Hungary,Hódmezővásárhely,719965
gatna,India,Patna,1260086
Kalynaur,India,Kalānaur,1268476
Srenyang,China,Shenyang,2034937
Zhkngjiagaxg,China,Zhangjiagang,1787331
Itfmbé,Brazil,Itambé,3460813
Chiuyū,Japan,Chiryū,1864549
Iowa Csty,United States,Iowa City,4862034
Kkiwa,Uzbekistan,Khiwa,1513604
Wbtoenberge,Germany,Wittenberge,2807344
Gujrkt,Pakistan,Gujrāt,1177654
Gaesa,Italy,Gaeta,3176438
Kitzinger,Germany,Kitzingen,2890158
Lohārdaia,India,Lohārdaga,1264839
Antoquera,Spain,Antequera,2521710
Dixppe,France,Dieppe,3021411
Palm Ciqy,United States,Palm City,4167536
HomazBay,Kenya,Homa Bay,196742
Backnanc,Germany,Backnang,2953568
Rājākjera,India,Rājākhera,1258930
Arcoy di ly Fkontera,Spain,Arcos de la Frontera,2521665
Kampgng Brkit Bahavg,Malaysia,Kampung Bukit Baharu,1770351
Dosarneniz,France,Douarnenez,3020996
Sdirhatti,India,Shirhatti,1256483
Kogoca,Japan,Kogota,2112182
Tomuca,Mexico,Toluca,3515302
Ciudmd Mayte,Mexico,Ciudad Mante,3528756
uuymazy,Russia,Tuymazy,480089
Gorsahāigazj,India,Gursahāiganj,1270619
Vera,Argentina,Vera,3833027
SanqCarlps,Colombia,San Carlos,3669997	 3669998
Mioatitlkn,Mexico,Minatitlan,3523183
Chdlakaeūrupet,India,Chilakalūrupet,1274213
Syvelugu,Ghana,Savelugu,2295517
AophoebSikhiu,Thailand,Amphoe Sikhiu,1948015
Selydole,Ukraine,Selydove,694677
Eia Amufu,Nigeria,Eha Amufu,2343822
Póvoa de Sanna ikia,Portugal,Póvoa de Santa Iria,2264359
Axim,Ghana,Axim,2303611
Pāyūr,India,Pātūr,1260035
Lutoy,United Kingdom,Luton,2643339
Hōfu,Japan,Hōfu,1862302
macheng,China,Macheng,1801582
Bwcaramanoa,Colombia,Bucaramanga,3688465
Sokedpz Díez Gutiérbez,Mexico,Soledad Díez Gutiérrez,3982912
utuhr,Germany,Stuhr,2825422
Kushikino,Japan,Kushikino,1858041
San Jucn,Philippines,San Juan,1689286
Itumbiaja,Brazil,Itumbiara,3460522
San gntonio del Tlcpqra,Venezuela,San Antonio del Táchira,3628549
Uromc,Nigeria,Uromi,2319668
zuzhnoukrainsmj,Ukraine,Yuzhnoukrains'k,7525990
gonohegorsk,Russia,Monchegorsk,525404
Zolh Prebosa,Italy,Zola Predosa,3163853
Oqunoya,Japan,Okunoya,2111441
Gao,Mali,Gao,2457163
Bodø,Norway,Bodø,3160881
Sln Marcelivo,Philippines,San Marcelino,1689099
Loja,Ecuador,Loja,3654667
Rājgarb,India,Rājgarh,1258868	 1258869	 1258875	 1258876
Vdrna,Bulgaria,Varna,726050
jrunceston,Australia,Launceston,2160517
abeto,Nigeria,Ibeto,2339293
Galjissa,Sri Lanka,Galkissa,1246321
Stabac,Indonesia,Stabat,1213655
Haikqu,China,Haikou,1809077	 1809078
Namysłów,Poland,Namysłów,3091141
Cary,United States,Cary,4459467	 4886738
Frankford,United States,Frankfort,4292188	 4893037	 4920473
Gnrizia,Italy,Gorizia,3175986
Bopkoop,Netherlands,Boskoop,2758547
Msdgal,India,Mudgal,1262664
Carrum Doods,Australia,Carrum Downs,2172191
Marhcopa,United States,Maricopa,5303752
BagonglPagaba,Philippines,Bagong Pagasa,1966336
Amwikāpur,India,Ambikāpur,1278827
Il’xkiy,Russia,Il’skiy,556951
Muikfmarhi,Japan,Muikamachi,1856476
Fryazino,Russia,Fryazino,562319
aeelze,Germany,Seelze,2833641
Van,Turkey,Van,298117
Izobiz’nyk,Russia,Izobil’nyy,554770
Villq Bruzupl,Venezuela,Villa Bruzual,3625346
Newxaitxe unqer Lyme,United Kingdom,Newcastle under Lyme,2641674
Weißenpee,Germany,Weißensee,2813187
La yaz,Mexico,La Paz,4000900
Svitamy,Czech Republic,Svitavy,3064454
Videura,Brazil,Videira,3445126
Soachq,Colombia,Soacha,3667905
Koihani,Macedonia,Kochani,789403
ilbury,Australia,Albury,2178174
xinzhu,China,Minzhu,2036536
Krans,Slovenia,Kranj,3197378
kuimba,Philippines,Guimba,1712488
worningtin,Australia,Mornington,2156878
qorto Ferreina,Brazil,Porto Ferreira,3452775
Mease,Belgium,Meise,2791424
Naga,Philippines,Naga,1698829	 1698839
Shcola,Ukraine,Shpola,693920
Txlhar,India,Tilhar,1254481
Jarocbn,Poland,Jarocin,3097528
qemagen,Germany,Remagen,2848335
Hong Kmng,Hong Kong,Hong Kong,1819729
Matsydo,Japan,Matsudo,1857553
odintsovo,Russia,Odintsovo,516215
arovary,Ukraine,Brovary,711390
Ew Attaf,Algeria,El Attaf,2498590
hkieeniewice,Poland,Skierniewice,759123
Gqjra,Pakistan,Gojra,1178231
Linhbres,Brazil,Linhares,3458498
Samarpand,Uzbekistan,Samarqand,1216265
Lbleå,Sweden,Luleå,604490
iernate,Philippines,Ternate,1682472
worthglenv,United States,Northglenn,5433124
dihoro,Japan,Bihoro,2127383
Polasmra,India,Polasara,1259446
Casczis,Portugal,Cascais,2269594
Ganpāpur,India,Gangāpur,1271675	 1271676	 1271680
Xingeua,China,Xinghua,1784820
Wantirna Sopqh,Australia,Wantirna South,2144728
Manfplūţ,Egypt,Manfalūţ,352913
Ban dalae Buepg,Thailand,Ban Talat Bueng,1620442
Sbkoto,Nigeria,Sokoto,2322911
Nschslasville,United States,Nicholasville,4302561
Aptesia,United States,Artesia,5324862
Mumbac,India,Mumbai,1275339
Aïnueu Bya,Algeria,Aïn el Bya,2508174
Sbssandra,Ivory Coast,Sassandra,2281951
Asadābāu,Iran,Asadābād,142872
Diepenzeey,Belgium,Diepenbeek,2799412
Zusres,Ukraine,Zuhres,686818
Guye,China,Guye,1809159
Vic,Spain,Vic,3106050
Pmrit Buntaw,Malaysia,Parit Buntar,1735089
Kenmorr,United States,Kenmore,5123247	 5799587
Yuma,United States,Yuma,5322053
Chqtra,India,Chatra,1274536
Aberdeln,United States,Aberdeen,5225857	 5785243
Jalālābqd,Afghanistan,Jalālābād,1139715
Harjismhth,South Africa,Harrismith,997751
xirunelvepi,India,Tirunelveli,1254361
SanktrPölteu,Austria,Sankt Pölten,2766429
Sferman taks,United States,Sherman Oaks,5395244
Iqdri,India,Indri,1269731
Tolú,Colombia,Tolú,3666939
Zalnngei,Sudan,Zalingei,363533
qrdmore,United States,Ardmore,4529469
Höesan,Azerbaijan,Hövsan,586429
Pdrsippaoy,United States,Parsippany,5102427
nua Hin,Thailand,Hua Hin,1153269
Nyløbing jalscer,Denmark,Nykøbing Falster,2615961
Al Wakrag,Qatar,Al Wakrah,289915
Phāaia,Pakistan,Phālia,1168166
Bangasgté,Cameroon,Bangangté,2234865
Pirmeus,Greece,Piraeus,255274
Siloam Sprongs,United States,Siloam Springs,4131116
Tutarandahortej,Ecuador,Tutamandahostel,10277901
Diqras,India,Digras,1272596
RiouLinda,United States,Rio Linda,5387687
Kineh’-Cherkastn,Russia,Kinel’-Cherkassy,548622
billamäe,Estonia,Sillamäe,588686
posemont,United States,Rosemont,5388873
Vimercatw,Italy,Vimercate,3164083
Woittier,United States,Whittier,5409059
Twzbgtepec degAldama,Mexico,Tezontepec de Aldama,3515690
Wmtertown,United States,Watertown,4954611	 5143396	 5232741	 5278005
dupancingo,Mexico,Tulancingo,3515062
Knsese,Uganda,Kasese,232066
Sleaforg,United Kingdom,Sleaford,2637659
Torbale,Turkey,Torbalı,298935
Mucammcdābād,India,Muhammadābād,1262624	 1262625	 1262626
Sfax,Tunisia,Sfax,2467454
Cyamberí,Spain,Chamberí,6544492
Ji’ac,China,Ji’an,1806445
Strausgerg,Germany,Strausberg,2826082
Al Qudayn,Egypt,Al Qurayn,360542
Saldviken,Sweden,Sandviken,2680075
Thetfosd-Mhnes,Canada,Thetford-Mines,6943827
AlsBīrah,Palestinian Territory,Al Bīrah,285108
Dauai,China,Dalai,2037930
Lapitpur,India,Lalitpur,1265157
Нuготино,Macedonia,Неготино,787715
Mcandjok,Cameroon,Mbandjok,2228028
Lianqiang,China,Lianjiang,1804120
Yugorsn,Russia,Yugorsk,1502725
deilenkirchen,Germany,Geilenkirchen,2921837
Uniosdale,United States,Uniondale,5141927
Wiblinhboro,United States,Willingboro,5106453
Choygoyate,Peru,Chongoyape,3698176
rhartsyz’a,Ukraine,Khartsyz’k,706466
Talā,Egypt,Talā,347612
Ðlng Hà,Vietnam,Ðông Hà,1582926
Ytnykhrgan,Kazakhstan,Yanykurgan,1517323
Apex,United States,Apex,4452808
Troy,United States,Troy,4094163	 5012639	 5141502	 5174358
Weethiughton,United Kingdom,Westhoughton,2634387
nurst,United States,Hurst,4699575
Wjsoła,Poland,Wesoła,756004
Meleveok,Palau,Melekeok,7303944
Dichang,Cameroon,Dschang,2232444
snrlin Schöneberg,Germany,Berlin Schöneberg,7290254
Hapbin,China,Harbin,2037013
Phú Kpươug,Vietnam,Phú Khương,1570549
Wijkkbij Duursieje,Netherlands,Wijk bij Duurstede,2744483
Anmemasse,France,Annemasse,3037538
Mudahliang,China,Mudanjiang,2035715
Beceenham,United Kingdom,Beckenham,2656065
Kenosda,United States,Kenosha,5258393
Zapnešić,Croatia,Zaprešić,3186781
Achwrnés,Greece,Acharnés,265488
Xinji,China,Xinji,1788816
mormagen,Germany,Dormagen,2935825
Nhni qua Lamphu,Thailand,Nong Bua Lamphu,1608269
pongwa,Tanzania,Songwa,149775
Maxão,Brazil,Matão,3457509
Priorjrake,United States,Prior Lake,5042373
Shorkf,Pakistan,Shorko,1164987
Neijianu,China,Neijiang,1799491
Mdkuyuni,Tanzania,Makuyuni,155076
Homden,United States,Holden,4939647
Dachniye,Russia,Dachnoye,567311
Olcksbndriya,Ukraine,Oleksandriya,698625
oeuleuet,Indonesia,Reuleuet,1214055
Oragh,United Kingdom,Omagh,2640967
Tolelo,United States,Toledo,5174035
Lirum,Sweden,Lerum,2696503
Sūjāngarg,India,Sūjāngarh,1255560
Kzala Tungjal,Indonesia,Kuala Tungkal,1639286
Beek,Netherlands,Beek,2759350
Beaufort Wesz,South Africa,Beaufort West,1020641
Greathr lurbury,Canada,Greater Sudbury,5964700
reófilo Otmni,Brazil,Teófilo Otoni,3446621
salung,Indonesia,Balung,1650460
Msdnletown,United States,Middletown,4143637	 4518264	 5126842	 5223358
eobindpur,India,Gobindpur,1271131
Vildazón,Bolivia,Villazón,3901501
Aïn Touaa,Algeria,Aïn Touta,2507877
Coprtenay,Canada,Courtenay,5930890
Betond,Thailand,Betong,1611635
Tzugutreis,Turkey,Turgutreis,6620290
Yachimaxa,Japan,Yachimata,2110579
Madyszille,United States,Marysville,5162077	 5802570
Yavbé,Israel,Yavné,293222
Pgoexixville,United States,Phoenixville,5205849
Beryozonsby,Russia,Beryozovsky,1510203
Cuoloma,Honduras,Choloma,3613533
yabae,Japan,Sabae,1853338
Redcaf,United Kingdom,Redcar,2639563
Märkischns Vbejtel,Germany,Märkisches Viertel,2873356
Dzvgavpils,Latvia,Daugavpils,460413
Azyūţ,Egypt,Asyūţ,359783
Senhkang,Indonesia,Sengkang,1626921
Vichuda,Russia,Vichuga,473788
Mäntzälä,Finland,Mäntsälä,646723
Lengshwitzn,China,Lengshuitan,1804162
vakefield,United Kingdom,Wakefield,2634910
Inglewoom,United States,Inglewood,5359488
Alcaiá ls Real,Spain,Alcalá la Real,2522160
Bihau,Malaysia,Bahau,1734839
Caxete,Chile,Cañete,3896924
Jaisidgnur,India,Jaisingpur,1269502
Nahuazá,Guatemala,Nahualá,3592286
Nacninewea,Tanzania,Nachingwea,877702
BhāopāraaAbhpynagar,Bangladesh,Bhātpāra Abhaynagar,1185260
Ropva Tunbridge cells,United Kingdom,Royal Tunbridge Wells,2639022
Kwmklareli,Turkey,Kırklareli,743166
Dhāmplr,India,Dhāmpur,1273002
Rosolibi,Italy,Rosolini,2523581
Wjnatchee,United States,Wenatchee,5815342
Saraaov,Russia,Saratov,498677
Gjrhshanvar,India,Garhshankar,1271538
Mosrow,United States,Moscow,5601538
Ware,United Kingdom,Ware,2634777
Brimtol,United States,Bristol,4608657	 5221077	 5282835
xarud,India,Warud,1252919
PointkFortfn,Trinidad and Tobago,Point Fortin,3573899
Man,Ivory Coast,Man,2284647
Ciudad namargo,Mexico,Ciudad Camargo,4013724
Mywbūbābād,India,Mahbūbābād,1264409
Phu Krpdukng,Thailand,Phu Kradueng,1607435
Sulmoca,Italy,Sulmona,3166034
Villenr,Spain,Villena,2509463
Aitstadt hud,Germany,Altstadt Sud,6691072
findi,Tanzania,Lindi,878281
Bishofgu,Ethiopia,Bishoftu,339666
Hafdaur,India,Haldaur,1270509
Uniastay,Mongolia,Uliastay,1515007
Las Txrrcs dx Cotillss,Spain,Las Torres de Cotillas,2515219
Iscgia Porpo,Italy,Ischia Porto,3175453
Ajmtr,India,Ajmer,1279159
Obmaniye,Turkey,Osmaniye,303195
Barringqos,United States,Barrington,5220798
Wisdh,Netherlands,Wisch,2744324
Chengqing,China,Changqing,1815585
Spknaway,United States,Spanaway,5811581
Alepoo,Syria,Aleppo,170063
Carpos,Brazil,Campos,3467693
Markela,Mali,Markala,2453662
Chanduapi,India,Chanduasi,1274767
Hengtgdt-Ulzbjrg,Germany,Henstedt-Ulzburg,3209083
Saqniccndro Gahganicr,Italy,Sannicandro Garganico,3167940
Nvspur,India,Nāspur,1261726
geshm,Iran,Qeshm,119374
Greensbero,United States,Greensboro,4469146
Aranw,India,Arang,1278458
Kasya,India,Kasba,1259108
Montelo,Bolivia,Montero,3910027
Doda,India,Doda,1272476
Gursn,Malaysia,Gurun,1735485
Srīstilaqn,India,Srīsailain,1255621
Padre aeenardo,Brazil,Padre Bernardo,3455580
Kyn Tum,Vietnam,Kon Tum,1578500
Veracrzz,Mexico,Veracruz,3514783
Tynansodde Arista,Mexico,Tenango de Arista,3515993
Alsantrrilla,Spain,Alcantarilla,2522152
Kotā,India,Kotā,1266051
Ssvantcādi,India,Sāvantvādi,1256968
xonroe,United States,Conroe,4682991
Bucy St mdmufds,United Kingdom,Bury St Edmunds,2654186
Pinewxod,United States,Pinewood,4168659
Kabwty,Poland,Kabaty,769893
Vlavikavnaz,Russia,Vladikavkaz,473249
wkegawa,Japan,Okegawa,1854371
Ati,Chad,Ati,2436400
Labhan,Indonesia,Labuan,1638870
luala Kaggsar,Malaysia,Kuala Kangsar,1734599
Montcada i Rwcuac,Spain,Montcada i Reixac,3116527
Goose Crekr,United States,Goose Creek,4580098
Lohr aa Mapn,Germany,Lohr am Main,2876147
Kawamawa,Zambia,Kawambwa,176555
Bacg Ban,Thailand,Bang Ban,1619616
Sukbiton,United Kingdom,Surbiton,6690866
Cork,Ireland,Cork,2965140
kenzan,South Korea,Jenzan,1835967
Baalbuk,Lebanon,Baalbek,277130
Masavrhi Budurt,India,Masaurhi Buzurg,1263427
Namioqa,Japan,Namioka,2129005
ueltsjille,United States,Beltsville,4348353
Guideq,Cameroon,Guider,2230876
subliniec,Poland,Lubliniec,3092906
Bauāţah,Palestinian Territory,Balāţah,284446
Ctudad verdo,Mexico,Ciudad Lerdo,4013706
Caskl dimPrincvpe,Italy,Casal di Principe,3180240
Tuljtpur,India,Tuljāpur,1254111
Al Farjānīyav,Kuwait,Al Farwānīyah,285815
Nassau,Bahamas,Nassau,3571824
Lusambq,Democratic Republic of the Congo,Lusambo,210379
Kamīo,Pakistan,Kamīr,1175098
